Sample,Transect,Transectsample1,Sitesample1,2Yearsample1,SCCSCornsample1,Yearsample1,YearMAP1sample1,YearMAP2sample1,Hostsample1,Codesample1,Locationsample1,Regionsample1,Rainfallsample1,Latitudesample1,Longitudesample1,Ecoregionsample1
HPC1691,2-1Y_2020,KNZKNZ2-1Y_2020,KNZSCSCY_2020,No,No,Y_2020,828,828,SCSC,KNZ,Konza Prairie,West,835,39.076272,-96.592229,Northern Tallgrass Prairie
HPC1693,2-1Y_2020,KNZKNZ2-1Y_2020,KNZSCSCY_2020,No,No,Y_2020,828,828,SCSC,KNZ,Konza Prairie,West,835,39.076272,-96.592229,Northern Tallgrass Prairie
HPC1694,2-1Y_2020,KNZKNZ2-1Y_2020,KNZSCSCY_2020,No,No,Y_2020,828,828,SCSC,KNZ,Konza Prairie,West,835,39.076272,-96.592229,Northern Tallgrass Prairie
HPC1695,2-1Y_2020,KNZKNZ2-1Y_2020,KNZSCSCY_2020,No,No,Y_2020,828,828,SCSC,KNZ,Konza Prairie,West,835,39.076272,-96.592229,Northern Tallgrass Prairie
HPC1696,2-2Y_2020,KNZKNZ2-2Y_2020,KNZSCSCY_2020,No,No,Y_2020,828,828,SCSC,KNZ,Konza Prairie,West,835,39.076272,-96.592229,Northern Tallgrass Prairie
HPC1697,2-2Y_2020,KNZKNZ2-2Y_2020,KNZSCSCY_2020,No,No,Y_2020,828,828,SCSC,KNZ,Konza Prairie,West,835,39.076272,-96.592229,Northern Tallgrass Prairie
HPC16971,2-2Y_2020,KNZKNZ2-2Y_2020,KNZSCSCY_2020,No,No,Y_2020,828,828,SCSC,KNZ,Konza Prairie,West,835,39.076272,-96.592229,Northern Tallgrass Prairie
HPC1698,2-2Y_2020,KNZKNZ2-2Y_2020,KNZSCSCY_2020,No,No,Y_2020,828,828,SCSC,KNZ,Konza Prairie,West,835,39.076272,-96.592229,Northern Tallgrass Prairie
HPC1699,2-2Y_2020,KNZKNZ2-2Y_2020,KNZSCSCY_2020,No,No,Y_2020,828,828,SCSC,KNZ,Konza Prairie,West,835,39.076272,-96.592229,Northern Tallgrass Prairie
HPC1700,2-2Y_2020,KNZKNZ2-2Y_2020,KNZSCSCY_2020,No,No,Y_2020,828,828,SCSC,KNZ,Konza Prairie,West,835,39.076272,-96.592229,Northern Tallgrass Prairie
HPC1701,2-3Y_2020,KNZKNZ2-3Y_2020,KNZSCSCY_2020,No,No,Y_2020,828,828,SCSC,KNZ,Konza Prairie,West,835,39.076272,-96.592229,Northern Tallgrass Prairie
HPC1702,2-3Y_2020,KNZKNZ2-3Y_2020,KNZSCSCY_2020,No,No,Y_2020,828,828,SCSC,KNZ,Konza Prairie,West,835,39.076272,-96.592229,Northern Tallgrass Prairie
HPC1703,2-3Y_2020,KNZKNZ2-3Y_2020,KNZSCSCY_2020,No,No,Y_2020,828,828,SCSC,KNZ,Konza Prairie,West,835,39.076272,-96.592229,Northern Tallgrass Prairie
HPC1704,2-3Y_2020,KNZKNZ2-3Y_2020,KNZSCSCY_2020,No,No,Y_2020,828,828,SCSC,KNZ,Konza Prairie,West,835,39.076272,-96.592229,Northern Tallgrass Prairie
HPC1705,2-3Y_2020,KNZKNZ2-3Y_2020,KNZSCSCY_2020,No,No,Y_2020,828,828,SCSC,KNZ,Konza Prairie,West,835,39.076272,-96.592229,Northern Tallgrass Prairie
HPC1706,2-4Y_2020,KNZKNZ2-4Y_2020,KNZSCSCY_2020,No,No,Y_2020,828,828,SCSC,KNZ,Konza Prairie,West,835,39.076272,-96.592229,Northern Tallgrass Prairie
HPC1707,2-4Y_2020,KNZKNZ2-4Y_2020,KNZSCSCY_2020,No,No,Y_2020,828,828,SCSC,KNZ,Konza Prairie,West,835,39.076272,-96.592229,Northern Tallgrass Prairie
HPC1708,2-4Y_2020,KNZKNZ2-4Y_2020,KNZSCSCY_2020,No,No,Y_2020,828,828,SCSC,KNZ,Konza Prairie,West,835,39.076272,-96.592229,Northern Tallgrass Prairie
HPC1709,2-4Y_2020,KNZKNZ2-4Y_2020,KNZSCSCY_2020,No,No,Y_2020,828,828,SCSC,KNZ,Konza Prairie,West,835,39.076272,-96.592229,Northern Tallgrass Prairie
HPC1710,2-4Y_2020,KNZKNZ2-4Y_2020,KNZSCSCY_2020,No,No,Y_2020,828,828,SCSC,KNZ,Konza Prairie,West,835,39.076272,-96.592229,Northern Tallgrass Prairie
HPC1711,3-1Y_2020,KNZKNZ3-1Y_2020,KNZSCSCY_2020,No,No,Y_2020,828,828,SCSC,KNZ,Konza Prairie,West,835,39.076272,-96.592229,Northern Tallgrass Prairie
HPC1712,3-1Y_2020,KNZKNZ3-1Y_2020,KNZSCSCY_2020,No,No,Y_2020,828,828,SCSC,KNZ,Konza Prairie,West,835,39.076272,-96.592229,Northern Tallgrass Prairie
HPC1713,3-1Y_2020,KNZKNZ3-1Y_2020,KNZSCSCY_2020,No,No,Y_2020,828,828,SCSC,KNZ,Konza Prairie,West,835,39.076272,-96.592229,Northern Tallgrass Prairie
HPC1714,3-1Y_2020,KNZKNZ3-1Y_2020,KNZSCSCY_2020,No,No,Y_2020,828,828,SCSC,KNZ,Konza Prairie,West,835,39.076272,-96.592229,Northern Tallgrass Prairie
HPC1715,3-1Y_2020,KNZKNZ3-1Y_2020,KNZSCSCY_2020,No,No,Y_2020,828,828,SCSC,KNZ,Konza Prairie,West,835,39.076272,-96.592229,Northern Tallgrass Prairie
HPC1716,3-2Y_2020,KNZKNZ3-2Y_2020,KNZSCSCY_2020,No,No,Y_2020,828,828,SCSC,KNZ,Konza Prairie,West,835,39.076272,-96.592229,Northern Tallgrass Prairie
HPC1717,3-2Y_2020,KNZKNZ3-2Y_2020,KNZSCSCY_2020,No,No,Y_2020,828,828,SCSC,KNZ,Konza Prairie,West,835,39.076272,-96.592229,Northern Tallgrass Prairie
HPC1718,3-2Y_2020,KNZKNZ3-2Y_2020,KNZSCSCY_2020,No,No,Y_2020,828,828,SCSC,KNZ,Konza Prairie,West,835,39.076272,-96.592229,Northern Tallgrass Prairie
HPC1719,3-2Y_2020,KNZKNZ3-2Y_2020,KNZSCSCY_2020,No,No,Y_2020,828,828,SCSC,KNZ,Konza Prairie,West,835,39.076272,-96.592229,Northern Tallgrass Prairie
HPC1720,3-2Y_2020,KNZKNZ3-2Y_2020,KNZSCSCY_2020,No,No,Y_2020,828,828,SCSC,KNZ,Konza Prairie,West,835,39.076272,-96.592229,Northern Tallgrass Prairie
HPC17201,3-2Y_2020,KNZKNZ3-2Y_2020,KNZSCSCY_2020,No,No,Y_2020,828,828,SCSC,KNZ,Konza Prairie,West,835,39.076272,-96.592229,Northern Tallgrass Prairie
HPC1721,3-3Y_2020,KNZKNZ3-3Y_2020,KNZSCSCY_2020,No,No,Y_2020,828,828,SCSC,KNZ,Konza Prairie,West,835,39.076272,-96.592229,Northern Tallgrass Prairie
HPC1722,3-3Y_2020,KNZKNZ3-3Y_2020,KNZSCSCY_2020,No,No,Y_2020,828,828,SCSC,KNZ,Konza Prairie,West,835,39.076272,-96.592229,Northern Tallgrass Prairie
HPC1723,3-3Y_2020,KNZKNZ3-3Y_2020,KNZSCSCY_2020,No,No,Y_2020,828,828,SCSC,KNZ,Konza Prairie,West,835,39.076272,-96.592229,Northern Tallgrass Prairie
HPC1724,3-3Y_2020,KNZKNZ3-3Y_2020,KNZSCSCY_2020,No,No,Y_2020,828,828,SCSC,KNZ,Konza Prairie,West,835,39.076272,-96.592229,Northern Tallgrass Prairie
HPC1725,3-3Y_2020,KNZKNZ3-3Y_2020,KNZSCSCY_2020,No,No,Y_2020,828,828,SCSC,KNZ,Konza Prairie,West,835,39.076272,-96.592229,Northern Tallgrass Prairie
HPC1726,3-4Y_2020,KNZKNZ3-4Y_2020,KNZSCSCY_2020,No,No,Y_2020,828,828,SCSC,KNZ,Konza Prairie,West,835,39.076272,-96.592229,Northern Tallgrass Prairie
HPC1727,3-4Y_2020,KNZKNZ3-4Y_2020,KNZSCSCY_2020,No,No,Y_2020,828,828,SCSC,KNZ,Konza Prairie,West,835,39.076272,-96.592229,Northern Tallgrass Prairie
HPC1728,3-4Y_2020,KNZKNZ3-4Y_2020,KNZSCSCY_2020,No,No,Y_2020,828,828,SCSC,KNZ,Konza Prairie,West,835,39.076272,-96.592229,Northern Tallgrass Prairie
HPC1729,3-4Y_2020,KNZKNZ3-4Y_2020,KNZSCSCY_2020,No,No,Y_2020,828,828,SCSC,KNZ,Konza Prairie,West,835,39.076272,-96.592229,Northern Tallgrass Prairie
HPC1730,3-4Y_2020,KNZKNZ3-4Y_2020,KNZSCSCY_2020,No,No,Y_2020,828,828,SCSC,KNZ,Konza Prairie,West,835,39.076272,-96.592229,Northern Tallgrass Prairie
HPC1521,TRS1Y_2019,RRTRS1Y_2019,RRSCSCY_2019,No,No,Y_2019,,1075,SCSC,RR,Red Rock Prairie,Central,726,44.5151,-95.10196,Northern Tallgrass Prairie
HPC1522,TRS1Y_2019,RRTRS1Y_2019,RRSCSCY_2019,No,No,Y_2019,,1075,SCSC,RR,Red Rock Prairie,Central,726,44.5151,-95.10196,Northern Tallgrass Prairie
HPC1524,TRS1Y_2019,RRTRS1Y_2019,RRSCSCY_2019,No,No,Y_2019,,1075,SCSC,RR,Red Rock Prairie,Central,726,44.5151,-95.10196,Northern Tallgrass Prairie
HPC1525,TRS1Y_2019,RRTRS1Y_2019,RRSCSCY_2019,No,No,Y_2019,,1075,SCSC,RR,Red Rock Prairie,Central,726,44.5151,-95.10196,Northern Tallgrass Prairie
HPC1526,TRS2Y_2019,RRTRS2Y_2019,RRSCSCY_2019,No,No,Y_2019,,1075,SCSC,RR,Red Rock Prairie,Central,726,44.5151,-95.10196,Northern Tallgrass Prairie
HPC1527,TRS2Y_2019,RRTRS2Y_2019,RRSCSCY_2019,No,No,Y_2019,,1075,SCSC,RR,Red Rock Prairie,Central,726,44.5151,-95.10196,Northern Tallgrass Prairie
HPC1528,TRS2Y_2019,RRTRS2Y_2019,RRSCSCY_2019,No,No,Y_2019,,1075,SCSC,RR,Red Rock Prairie,Central,726,44.5151,-95.10196,Northern Tallgrass Prairie
HPC1529,TRS2Y_2019,RRTRS2Y_2019,RRSCSCY_2019,No,No,Y_2019,,1075,SCSC,RR,Red Rock Prairie,Central,726,44.5151,-95.10196,Northern Tallgrass Prairie
HPC1531,TRS3Y_2019,RRTRS3Y_2019,RRSCSCY_2019,No,No,Y_2019,,1075,SCSC,RR,Red Rock Prairie,Central,726,44.5151,-95.10196,Northern Tallgrass Prairie
HPC1532,TRS3Y_2019,RRTRS3Y_2019,RRSCSCY_2019,No,No,Y_2019,,1075,SCSC,RR,Red Rock Prairie,Central,726,44.5151,-95.10196,Northern Tallgrass Prairie
HPC1533,TRS3Y_2019,RRTRS3Y_2019,RRSCSCY_2019,No,No,Y_2019,,1075,SCSC,RR,Red Rock Prairie,Central,726,44.5151,-95.10196,Northern Tallgrass Prairie
HPC1534,TRS3Y_2019,RRTRS3Y_2019,RRSCSCY_2019,No,No,Y_2019,,1075,SCSC,RR,Red Rock Prairie,Central,726,44.5151,-95.10196,Northern Tallgrass Prairie
HPC1536,TRS4Y_2019,RRTRS4Y_2019,RRSCSCY_2019,No,No,Y_2019,,1075,SCSC,RR,Red Rock Prairie,Central,726,44.5151,-95.10196,Northern Tallgrass Prairie
HPC1539,TRS4Y_2019,RRTRS4Y_2019,RRSCSCY_2019,No,No,Y_2019,,1075,SCSC,RR,Red Rock Prairie,Central,726,44.5151,-95.10196,Northern Tallgrass Prairie
HPC1540,TRS4Y_2019,RRTRS4Y_2019,RRSCSCY_2019,No,No,Y_2019,,1075,SCSC,RR,Red Rock Prairie,Central,726,44.5151,-95.10196,Northern Tallgrass Prairie
HPC1541,TRS5Y_2019,RRTRS5Y_2019,RRSCSCY_2019,No,No,Y_2019,,1075,SCSC,RR,Red Rock Prairie,Central,726,44.5151,-95.10196,Northern Tallgrass Prairie
HPC1542,TRS5Y_2019,RRTRS5Y_2019,RRSCSCY_2019,No,No,Y_2019,,1075,SCSC,RR,Red Rock Prairie,Central,726,44.5151,-95.10196,Northern Tallgrass Prairie
HPC1544,TRS5Y_2019,RRTRS5Y_2019,RRSCSCY_2019,No,No,Y_2019,,1075,SCSC,RR,Red Rock Prairie,Central,726,44.5151,-95.10196,Northern Tallgrass Prairie
HPC1546,TRS6Y_2019,RRTRS6Y_2019,RRSCSCY_2019,No,No,Y_2019,,1075,SCSC,RR,Red Rock Prairie,Central,726,44.5151,-95.10196,Northern Tallgrass Prairie
HPC1547,TRS6Y_2019,RRTRS6Y_2019,RRSCSCY_2019,No,No,Y_2019,,1075,SCSC,RR,Red Rock Prairie,Central,726,44.5151,-95.10196,Northern Tallgrass Prairie
HPC1549,TRS6Y_2019,RRTRS6Y_2019,RRSCSCY_2019,No,No,Y_2019,,1075,SCSC,RR,Red Rock Prairie,Central,726,44.5151,-95.10196,Northern Tallgrass Prairie
HPC1550,TRS6Y_2019,RRTRS6Y_2019,RRSCSCY_2019,No,No,Y_2019,,1075,SCSC,RR,Red Rock Prairie,Central,726,44.5151,-95.10196,Northern Tallgrass Prairie
HPC1433,TRS1Y_2019,DMRTRS1Y_2019,DMRSCSCY_2019,No,No,Y_2019,,1075,SCSC,DMR,Des Moines River Prairie,Central,704,43.47572,-95.4505,Northern Tallgrass Prairie
HPC1434,TRS1Y_2019,DMRTRS1Y_2019,DMRSCSCY_2019,No,No,Y_2019,,1075,SCSC,DMR,Des Moines River Prairie,Central,704,43.47572,-95.4505,Northern Tallgrass Prairie
HPC1436,TRS2Y_2019,DMRTRS2Y_2019,DMRSCSCY_2019,No,No,Y_2019,,1075,SCSC,DMR,Des Moines River Prairie,Central,704,43.47572,-95.4505,Northern Tallgrass Prairie
HPC1437,TRS2Y_2019,DMRTRS2Y_2019,DMRSCSCY_2019,No,No,Y_2019,,1075,SCSC,DMR,Des Moines River Prairie,Central,704,43.47572,-95.4505,Northern Tallgrass Prairie
HPC1438,TRS2Y_2019,DMRTRS2Y_2019,DMRSCSCY_2019,No,No,Y_2019,,1075,SCSC,DMR,Des Moines River Prairie,Central,704,43.47572,-95.450545,Northern Tallgrass Prairie
HPC1440,TRS2Y_2019,DMRTRS2Y_2019,DMRSCSCY_2019,No,No,Y_2019,,1075,SCSC,DMR,Des Moines River Prairie,Central,704,43.47572,-95.450542,Northern Tallgrass Prairie
HPC1441,TRS3Y_2019,DMRTRS3Y_2019,DMRSCSCY_2019,No,No,Y_2019,,1075,SCSC,DMR,Des Moines River Prairie,Central,704,43.47572,-95.450545,Northern Tallgrass Prairie
HPC1442,TRS3Y_2019,DMRTRS3Y_2019,DMRSCSCY_2019,No,No,Y_2019,,1075,SCSC,DMR,Des Moines River Prairie,Central,704,43.475742,-95.4505,Northern Tallgrass Prairie
HPC1443,TRS3Y_2019,DMRTRS3Y_2019,DMRSCSCY_2019,No,No,Y_2019,,1075,SCSC,DMR,Des Moines River Prairie,Central,704,43.47572,-95.4505,Northern Tallgrass Prairie
HPC1444,TRS3Y_2019,DMRTRS3Y_2019,DMRSCSCY_2019,No,No,Y_2019,,1075,SCSC,DMR,Des Moines River Prairie,Central,704,43.47572,-95.4505,Northern Tallgrass Prairie
HPC1446,TRS4Y_2019,DMRTRS4Y_2019,DMRSCSCY_2019,No,No,Y_2019,,1075,SCSC,DMR,Des Moines River Prairie,Central,704,43.475742,-95.4505,Northern Tallgrass Prairie
HPC1447,TRS4Y_2019,DMRTRS4Y_2019,DMRSCSCY_2019,No,No,Y_2019,,1075,SCSC,DMR,Des Moines River Prairie,Central,704,43.47572,-95.4505,Northern Tallgrass Prairie
HPC1448,TRS4Y_2019,DMRTRS4Y_2019,DMRSCSCY_2019,No,No,Y_2019,,1075,SCSC,DMR,Des Moines River Prairie,Central,704,43.47572,-95.4505,Northern Tallgrass Prairie
HPC1449,TRS4Y_2019,DMRTRS4Y_2019,DMRSCSCY_2019,No,No,Y_2019,,1075,SCSC,DMR,Des Moines River Prairie,Central,704,43.475742,-95.4505,Northern Tallgrass Prairie
HPC1452,TRS5Y_2019,DMRTRS5Y_2019,DMRSCSCY_2019,No,No,Y_2019,,1075,SCSC,DMR,Des Moines River Prairie,Central,704,43.47572,-95.4505,Northern Tallgrass Prairie
HPC1453,TRS5Y_2019,DMRTRS5Y_2019,DMRSCSCY_2019,No,No,Y_2019,,1075,SCSC,DMR,Des Moines River Prairie,Central,704,43.47572,-95.4505,Northern Tallgrass Prairie
HPC1454,TRS5Y_2019,DMRTRS5Y_2019,DMRSCSCY_2019,No,No,Y_2019,,1075,SCSC,DMR,Des Moines River Prairie,Central,704,43.47572,-95.4505,Northern Tallgrass Prairie
HPC1455,TRS5Y_2019,DMRTRS5Y_2019,DMRSCSCY_2019,No,No,Y_2019,,1075,SCSC,DMR,Des Moines River Prairie,Central,704,43.47572,-95.4505,Northern Tallgrass Prairie
HPC1456,TRS6Y_2019,DMRTRS6Y_2019,DMRSCSCY_2019,No,No,Y_2019,,1075,SCSC,DMR,Des Moines River Prairie,Central,704,43.47572,-95.4505,Northern Tallgrass Prairie
HPC1457,TRS6Y_2019,DMRTRS6Y_2019,DMRSCSCY_2019,No,No,Y_2019,,1075,SCSC,DMR,Des Moines River Prairie,Central,704,43.47572,-95.4505,Northern Tallgrass Prairie
HPC1458,TRS6Y_2019,DMRTRS6Y_2019,DMRSCSCY_2019,No,No,Y_2019,,1075,SCSC,DMR,Des Moines River Prairie,Central,704,43.47572,-95.4505,Northern Tallgrass Prairie
HPC1459,TRS6Y_2019,DMRTRS6Y_2019,DMRSCSCY_2019,No,No,Y_2019,,1075,SCSC,DMR,Des Moines River Prairie,Central,704,43.47572,-95.4505,Northern Tallgrass Prairie
HPC1460,TRS6Y_2019,DMRTRS6Y_2019,DMRSCSCY_2019,No,No,Y_2019,,1075,SCSC,DMR,Des Moines River Prairie,Central,704,43.47572,-95.4505,Northern Tallgrass Prairie
HPC1341,TRS1Y_2018,CWRTRS1Y_2018,CWRSCSCY_2018,Yes,Yes,Y_2018,45.1,1008.3,SCSC,CWR,Cottonwood River SNA,Central,699,44.1214157,-95.06171,Northern Tallgrass Prairie
HPC1342,TRS1Y_2018,CWRTRS1Y_2018,CWRSCSCY_2018,Yes,Yes,Y_2018,45.1,1008.3,SCSC,CWR,Cottonwood River SNA,Central,699,44.1214159,-95.06171,Northern Tallgrass Prairie
HPC1343,TRS1Y_2018,CWRTRS1Y_2018,CWRSCSCY_2018,Yes,Yes,Y_2018,45.1,1008.3,SCSC,CWR,Cottonwood River SNA,Central,699,44.121409,-95.06171,Northern Tallgrass Prairie
HPC1344,TRS1Y_2018,CWRTRS1Y_2018,CWRSCSCY_2018,Yes,Yes,Y_2018,45.1,1008.3,SCSC,CWR,Cottonwood River SNA,Central,699,44.121418,-95.06171,Northern Tallgrass Prairie
HPC1345,TRS1Y_2018,CWRTRS1Y_2018,CWRSCSCY_2018,Yes,Yes,Y_2018,45.1,1008.3,SCSC,CWR,Cottonwood River SNA,Central,699,44.1214165,-95.06171,Northern Tallgrass Prairie
HPC1351,TRS3Y_2018,CWRTRS3Y_2018,CWRSCSCY_2018,Yes,Yes,Y_2018,45.1,1008.3,SCSC,CWR,Cottonwood River SNA,Central,699,44.1214139,-95.06171,Northern Tallgrass Prairie
HPC1353,TRS3Y_2018,CWRTRS3Y_2018,CWRSCSCY_2018,Yes,Yes,Y_2018,45.1,1008.3,SCSC,CWR,Cottonwood River SNA,Central,699,44.12141,-95.06171,Northern Tallgrass Prairie
HPC1354,TRS3Y_2018,CWRTRS3Y_2018,CWRSCSCY_2018,Yes,Yes,Y_2018,45.1,1008.3,SCSC,CWR,Cottonwood River SNA,Central,699,44.121418,-95.061709,Northern Tallgrass Prairie
HPC1355,TRS3Y_2018,CWRTRS3Y_2018,CWRSCSCY_2018,Yes,Yes,Y_2018,45.1,1008.3,SCSC,CWR,Cottonwood River SNA,Central,699,44.1214165,-95.0617143,Northern Tallgrass Prairie
HPC1356,TRS4Y_2018,CWRTRS4Y_2018,CWRSCSCY_2018,Yes,Yes,Y_2018,45.1,1008.3,SCSC,CWR,Cottonwood River SNA,Central,699,44.1214158,-95.0617125,Northern Tallgrass Prairie
HPC1357,TRS4Y_2018,CWRTRS4Y_2018,CWRSCSCY_2018,Yes,Yes,Y_2018,45.1,1008.3,SCSC,CWR,Cottonwood River SNA,Central,699,44.1214197,-95.0617149,Northern Tallgrass Prairie
HPC1358,TRS4Y_2018,CWRTRS4Y_2018,CWRSCSCY_2018,Yes,Yes,Y_2018,45.1,1008.3,SCSC,CWR,Cottonwood River SNA,Central,699,44.1214173,-95.0617128,Northern Tallgrass Prairie
HPC1360,TRS4Y_2018,CWRTRS4Y_2018,CWRSCSCY_2018,Yes,Yes,Y_2018,45.1,1008.3,SCSC,CWR,Cottonwood River SNA,Central,699,44.1214143,-95.0617132,Northern Tallgrass Prairie
HPC1394,Y_2018,CWRY_2018,CWRCornY_2018,Yes,Yes,Y_2018,45.1,1008.3,Corn,CWR,Cottonwood River SNA,Central,699,44.1214121,-95.0617142,Northern Tallgrass Prairie
HPC1395,Y_2018,CWRY_2018,CWRCornY_2018,Yes,Yes,Y_2018,45.1,1008.3,Corn,CWR,Cottonwood River SNA,Central,699,44.1214122,-95.0617142,Northern Tallgrass Prairie
HPC1611,TRS1Y_2019,CWRTRS1Y_2019,CWRSCSCY_2019,Yes,No,Y_2019,45.1,1075,SCSC,CWR,Cottonwood River SNA,Central,699,44.12141,-95.06171,Northern Tallgrass Prairie
HPC1612,TRS1Y_2019,CWRTRS1Y_2019,CWRSCSCY_2019,Yes,No,Y_2019,45.1,1075,SCSC,CWR,Cottonwood River SNA,Central,699,44.12141,-95.06171,Northern Tallgrass Prairie
HPC1615,TRS1Y_2019,CWRTRS1Y_2019,CWRSCSCY_2019,Yes,No,Y_2019,45.1,1075,SCSC,CWR,Cottonwood River SNA,Central,699,44.12141,-95.06171,Northern Tallgrass Prairie
HPC1618,TRS2Y_2019,CWRTRS2Y_2019,CWRSCSCY_2019,Yes,No,Y_2019,45.1,1075,SCSC,CWR,Cottonwood River SNA,Central,699,44.12141,-95.06171,Northern Tallgrass Prairie
HPC1619,TRS2Y_2019,CWRTRS2Y_2019,CWRSCSCY_2019,Yes,No,Y_2019,45.1,1075,SCSC,CWR,Cottonwood River SNA,Central,699,44.12141,-95.06171,Northern Tallgrass Prairie
HPC1621,TRS3Y_2019,CWRTRS3Y_2019,CWRSCSCY_2019,Yes,No,Y_2019,45.1,1075,SCSC,CWR,Cottonwood River SNA,Central,699,44.12141,-95.06171,Northern Tallgrass Prairie
HPC1622,TRS3Y_2019,CWRTRS3Y_2019,CWRSCSCY_2019,Yes,No,Y_2019,45.1,1075,SCSC,CWR,Cottonwood River SNA,Central,699,44.12141,-95.06171,Northern Tallgrass Prairie
HPC1623,TRS3Y_2019,CWRTRS3Y_2019,CWRSCSCY_2019,Yes,No,Y_2019,45.1,1075,SCSC,CWR,Cottonwood River SNA,Central,699,44.12141,-95.06171,Northern Tallgrass Prairie
HPC1625,TRS3Y_2019,CWRTRS3Y_2019,CWRSCSCY_2019,Yes,No,Y_2019,45.1,1075,SCSC,CWR,Cottonwood River SNA,Central,699,44.12141,-95.06171,Northern Tallgrass Prairie
HPC1626,TRS4Y_2019,CWRTRS4Y_2019,CWRSCSCY_2019,Yes,No,Y_2019,45.1,1075,SCSC,CWR,Cottonwood River SNA,Central,699,44.12141,-95.06171,Northern Tallgrass Prairie
HPC1627,TRS4Y_2019,CWRTRS4Y_2019,CWRSCSCY_2019,Yes,No,Y_2019,45.1,1075,SCSC,CWR,Cottonwood River SNA,Central,699,44.12141,-95.06171,Northern Tallgrass Prairie
HPC1628,TRS4Y_2019,CWRTRS4Y_2019,CWRSCSCY_2019,Yes,No,Y_2019,45.1,1075,SCSC,CWR,Cottonwood River SNA,Central,699,44.12141,-95.06171,Northern Tallgrass Prairie
HPC1629,TRS4Y_2019,CWRTRS4Y_2019,CWRSCSCY_2019,Yes,No,Y_2019,45.1,1075,SCSC,CWR,Cottonwood River SNA,Central,699,44.12141,-95.06171,Northern Tallgrass Prairie
HPC1630,TRS4Y_2019,CWRTRS4Y_2019,CWRSCSCY_2019,Yes,No,Y_2019,45.1,1075,SCSC,CWR,Cottonwood River SNA,Central,699,44.12141,-95.06171,Northern Tallgrass Prairie
HPC1631,TRS5Y_2019,CWRTRS5Y_2019,CWRSCSCY_2019,Yes,No,Y_2019,45.1,1075,SCSC,CWR,Cottonwood River SNA,Central,699,44.12141,-95.06171,Northern Tallgrass Prairie
HPC1632,TRS5Y_2019,CWRTRS5Y_2019,CWRSCSCY_2019,Yes,No,Y_2019,45.1,1075,SCSC,CWR,Cottonwood River SNA,Central,699,44.12141,-95.06171,Northern Tallgrass Prairie
HPC1633,TRS5Y_2019,CWRTRS5Y_2019,CWRSCSCY_2019,Yes,No,Y_2019,45.1,1075,SCSC,CWR,Cottonwood River SNA,Central,699,44.12141,-95.06171,Northern Tallgrass Prairie
HPC1634,TRS5Y_2019,CWRTRS5Y_2019,CWRSCSCY_2019,Yes,No,Y_2019,45.1,1075,SCSC,CWR,Cottonwood River SNA,Central,699,44.12141,-95.06171,Northern Tallgrass Prairie
HPC1635,TRS5Y_2019,CWRTRS5Y_2019,CWRSCSCY_2019,Yes,No,Y_2019,45.1,1075,SCSC,CWR,Cottonwood River SNA,Central,699,44.12141,-95.06171,Northern Tallgrass Prairie
HPC1637,TRS6Y_2019,CWRTRS6Y_2019,CWRSCSCY_2019,Yes,No,Y_2019,45.1,1075,SCSC,CWR,Cottonwood River SNA,Central,699,44.12141,-95.06171,Northern Tallgrass Prairie
HPC1638,TRS6Y_2019,CWRTRS6Y_2019,CWRSCSCY_2019,Yes,No,Y_2019,45.1,1075,SCSC,CWR,Cottonwood River SNA,Central,699,44.12141,-95.06171,Northern Tallgrass Prairie
HPC1639,TRS6Y_2019,CWRTRS6Y_2019,CWRSCSCY_2019,Yes,No,Y_2019,45.1,1075,SCSC,CWR,Cottonwood River SNA,Central,699,44.12141,-95.06171,Northern Tallgrass Prairie
HPC1640,TRS6Y_2019,CWRTRS6Y_2019,CWRSCSCY_2019,Yes,No,Y_2019,45.1,1075,SCSC,CWR,Cottonwood River SNA,Central,699,44.12141,-95.06171,Northern Tallgrass Prairie
HPC8346,TRS6Y_2018,CWRTRS6Y_2018,CWRSCSCY_2018,Yes,Yes,Y_2018,40.3,1008.3,SCSC,CWR,Cottonwood River SNA,Central,699,44.12141,-95.06171,Northern Tallgrass Prairie
HPC1342KNZ,TRS1Y_2018,CWRTRS1Y_2018,CWRSCSCY_2018,Yes,Yes,Y_2018,40.3,1008.3,SCSC,CWR,Cottonwood River SNA,Central,699,44.12141,-95.06171,Northern Tallgrass Prairie
HPC1024,TRS1Y_2018,PCTRS1Y_2018,PCSCSCY_2018,Yes,Yes,Y_2018,36.6,931.5,SCSC,PC,Prairie Coteau,West,686,44.7463,-96.9263,Northern Tallgrass Prairie
HPC1025,TRS1Y_2018,PCTRS1Y_2018,PCSCSCY_2018,Yes,Yes,Y_2018,36.6,931.5,SCSC,PC,Prairie Coteau,West,686,44.7462,-96.9263,Northern Tallgrass Prairie
HPC1026,TRS2Y_2018,PCTRS2Y_2018,PCSCSCY_2018,Yes,Yes,Y_2018,36.6,931.5,SCSC,PC,Prairie Coteau,West,686,44.7464,-96.9263,Northern Tallgrass Prairie
HPC1027,TRS2Y_2018,PCTRS2Y_2018,PCSCSCY_2018,Yes,Yes,Y_2018,36.6,931.5,SCSC,PC,Prairie Coteau,West,686,44.7465,-96.926365,Northern Tallgrass Prairie
